사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-02,중앙선,1201,중랑,129,0,"5,239",466,"7,924","1,934","20,007","3,578","19,622","6,341","10,834","4,494","7,787","4,190","6,604","4,048","7,217","5,027","7,152","5,154","6,297","6,385","5,978","7,764","6,177","8,750","6,195","10,425","7,167","18,746","4,589","16,969","3,061","9,396","2,713","7,579","1,963","7,602",979,"4,441",70,"1,058",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,중앙선,1202,상봉(시외버스터미널),408,2,"5,466",674,"6,712","2,299","19,377","4,301","21,439","7,451","12,396","5,805","7,638","4,080","6,520","4,777","7,024","5,427","6,885","6,290","6,757","6,113","6,359","7,558","7,074","8,387","7,973","11,043","9,350","18,290","5,603","18,805","4,735","9,885","3,821","8,399","3,212","8,726","1,394","5,230",205,"1,479",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,중앙선,1203,망우,178,1,"6,319",674,"9,608","2,980","25,271","4,678","22,643","12,750","12,525","8,240","9,523","6,973","8,511","7,580","9,500","8,085","9,622","8,933","9,327","9,117","8,745","11,077","10,007","12,488","11,041","14,499","12,080","22,962","8,271","20,945","5,285","10,524","4,401","8,483","3,329","8,709","1,528","6,096",97,"1,320",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,중앙선,1204,양원,33,0,"1,255",449,"1,669","1,933","4,974","2,746","3,390","3,521","2,546","2,192","1,933","1,747","2,209","1,458","2,106","1,302","1,904","1,952","1,728","1,681","2,039","1,814","2,579","1,850","2,683","2,004","2,193","3,103","1,035","3,427",562,"1,996",414,"1,316",278,"1,320",112,832,9,205,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,중앙선,1205,구리,562,14,"7,795","1,452","15,285","5,772","51,896","9,422","43,113","18,148","20,163","16,839","14,697","11,847","15,288","10,876","16,032","11,101","15,257","14,902","14,654","14,363","14,418","15,970","16,196","17,755","18,801","24,761","20,059","39,410","11,465","42,746","10,807","23,869","6,845","17,993","6,147","18,328","2,323","12,236",228,"2,949",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,중앙선,1206,도농,614,2,"5,911",996,"14,867","3,713","44,011","6,735","38,464","10,223","18,057","6,497","12,161","4,612","11,750","5,466","11,358","6,303","10,410","6,942","9,190","8,463","9,033","8,264","10,204","13,606","10,819","15,349","11,050","27,856","5,653","31,112","3,942","17,387","3,207","13,650","2,527","13,030","1,125","8,899",181,"3,825",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,중앙선,1207,양정,73,0,322,112,602,840,"2,065","1,663","1,489","3,153",875,"1,103",694,876,799,809,811,574,"1,048",767,951,610,"1,003",623,"1,616",767,"2,398",761,"2,972","1,285",956,"1,245",465,606,420,597,160,498,54,323,8,169,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,중앙선,1208,덕소,"1,305",10,"3,041",598,"8,085","1,689","21,635","2,958","19,249","6,431","11,093","4,869","7,781","4,196","7,728","4,356","7,678","4,647","7,696","7,047","6,725","5,126","6,446","7,807","6,783","8,742","6,874","9,989","6,614","15,816","4,044","19,881","3,110","11,622","2,589","7,772","2,159","8,793","1,070","6,384",228,"2,524",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,중앙선,1209,도심,2,0,"1,356",351,"4,408",823,"12,572","1,297","9,024","4,171","4,619","1,683","2,946","1,438","2,804","1,734","2,886","1,550","2,517","1,650","2,282","1,619","2,055","2,650","2,480","2,132","2,939","3,567","3,518","5,722","1,420","6,316","1,168","3,264",994,"2,720",804,"3,404",342,"2,128",96,696,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,중앙선,1210,팔당,0,0,145,31,367,360,"1,039",818,"1,029","1,603",772,"2,903",678,"1,733",745,"2,072",894,"1,670","1,007","1,084","1,285","1,308","1,634","1,070","1,898","1,131","2,173","1,212","1,852","1,417","1,653",938,"1,383",475,"1,389",420,812,440,136,160,23,62,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,중앙선,1211,운길산,0,0,113,56,582,295,"1,034",438,"1,353",888,768,"1,527",859,"1,722",807,"1,312",900,"1,193","1,055",798,"1,374",930,"1,747",787,"1,876",797,"1,955",745,"1,123",774,515,884,471,588,288,549,122,581,45,427,1,133,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,중앙선,1212,양수,0,0,632,127,"1,498",412,"5,001",894,"2,789","2,098","2,801","2,398","2,647","2,277","2,456","2,034","2,397","2,189","2,705","2,564","2,649","2,640","2,827","2,430","2,940","2,829","2,910","2,975","2,592","3,192","1,118","3,316","1,159","2,898",643,"2,086",529,"2,009",203,900,23,565,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,중앙선,1213,신원,0,0,83,7,184,23,404,147,273,368,249,427,211,362,279,302,270,185,324,212,376,194,476,194,415,219,296,226,407,281,79,249,86,190,28,158,27,100,11,54,2,42,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,중앙선,1214,국수,0,0,467,43,859,139,"1,525",330,"1,509",861,"1,448",842,"1,030",893,"1,093",854,966,793,"1,001",845,"1,115",709,936,999,972,"1,139",812,"1,121",586,"1,318",303,"1,147",305,"1,208",217,778,59,803,54,583,9,238,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,중앙선,1215,아신,0,0,367,18,605,148,"1,622",418,"1,025",748,"1,002",651,870,626,837,657,709,614,757,634,754,708,818,785,842,555,841,958,759,"1,256",378,"1,011",245,886,185,593,90,710,76,544,4,230,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,중앙선,1216,오빈,0,0,107,5,342,161,689,182,640,393,602,220,527,373,407,337,407,295,425,305,336,261,310,454,353,321,437,566,430,657,157,515,131,352,75,295,33,396,19,207,2,114,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,중앙선,1217,양평,33,7,"1,093",63,"1,889","1,009","6,222","2,245","3,946","4,675","3,748","3,270","3,768","3,635","3,897","4,301","4,392","4,238","4,377","3,882","4,192","4,866","5,285","4,324","4,337","3,712","4,570","4,706","5,143","4,495","2,320","4,443","1,968","4,109","1,879","2,357","1,545","2,106",743,"3,012",122,965,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,중앙선,1218,원덕,43,1,249,2,377,47,720,164,722,307,688,295,661,493,407,521,527,406,534,276,438,467,499,504,506,497,436,752,358,640,183,472,76,459,55,473,34,264,11,208,1,132,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,중앙선,1219,용문,200,4,614,4,"1,679",312,"2,529","1,025","3,079","2,440","2,160","1,560","2,791","2,355","2,422","3,862","3,373","4,826","3,825","2,871","4,232","3,984","4,747","3,704","3,848","2,427","2,722","3,189","2,266","2,648","1,149","2,170",750,"2,437",550,"1,221",384,"1,407",101,"1,253",1,674,0,12,0,0,0,0,2020-03-03 12:13:59
2020-02,중앙선,1220,지평,0,0,0,0,0,0,255,92,139,34,0,1,265,200,0,0,0,0,0,0,0,0,10,0,260,323,1,2,27,40,70,114,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,장항선,1401,봉명,97,0,904,298,"1,202",714,"1,812","2,732","1,481","2,303","1,772","2,923","1,753","1,791","2,003","1,188","2,290","1,382","1,341","1,747","1,422",909,"2,297","1,205","1,543","1,311","2,084",925,"1,788","1,945",829,"1,053",571,"1,058",550,865,401,689,383,490,4,143,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,장항선,1402,쌍용(나사렛대),32,0,"1,431",274,"3,313",651,"5,129","1,001","4,037","2,262","2,612","2,217","1,869","1,221","1,819","1,233","2,719","1,989","1,938","1,896","1,636","1,268","2,720","2,004","1,825","2,427","2,026","2,125","2,900","5,325","1,557","3,368","1,398","3,410","1,320","2,227",814,"1,761",652,"1,698",18,272,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,장항선,1403,아산,11,0,589,434,"1,737","2,142","3,338","3,616","3,713","3,509","2,464","4,200","2,272","2,669","2,403","2,037","3,365","4,072","2,520","3,215","2,882","2,226","4,663","2,755","3,149","3,139","4,061","3,141","6,689","5,228","4,326","3,307","3,355","2,911","3,687","2,072","2,277","1,395","1,825","1,226",167,177,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,장항선,1405,배방,10,0,788,131,"1,261",732,"1,594",662,"1,754","1,164","1,142",859,999,826,"1,084",522,"1,343","1,237","1,060","1,015",970,769,"1,352",924,910,"1,572","1,506","1,249","2,030","1,996",889,"1,812",945,"1,528",693,"1,208",374,857,302,922,109,289,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,장항선,1407,온양온천,263,1,"1,648",572,"2,946","1,508","5,156","3,812","6,118","5,535","5,492","4,099","4,476","6,445","5,749","4,135","5,469","8,120","5,902","4,331","7,786","5,741","5,543","4,922","4,927","5,214","5,946","5,619","6,716","6,203","2,679","5,529","2,801","4,282","1,767","3,579","1,165","2,574",864,"1,750",208,"1,125",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,장항선,1408,신창(순천향대),224,2,428,55,715,191,"1,891","1,612",870,"1,952","1,449",911,"1,236","1,255","1,105",910,"1,491","1,516","1,005",739,"2,129","1,639","1,077","1,137","1,419",869,"3,701","1,906","1,652","1,495",976,"1,386",593,"1,181",577,983,353,"1,331",193,842,63,406,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경의선,1251,서울역,3,0,640,7,685,"5,090","1,880","17,415","2,693","36,841","1,387","17,341","1,068","5,079","1,416","3,853","1,949","3,013","2,386","4,623","2,798","1,362","3,438","3,168","5,644","2,198","11,217","4,485","30,028","4,185","11,114","2,872","7,668","2,343","3,126",804,"1,357",120,"1,864","1,002",1,113,1,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경의선,1252,신촌,0,0,144,1,229,720,353,"2,244",442,"6,507",363,"2,491",426,"1,347",568,"1,139",710,"1,352",744,"1,321",812,905,972,858,"1,703",658,"3,066","1,321","3,211","1,499","1,332",998,"1,230",615,"1,093",289,"1,138",123,493,326,7,43,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경의선,1261,효창공원앞,1,0,541,193,"1,366","1,572","3,721","3,541","5,730","14,372","3,794","8,539","2,340","3,289","2,384","2,454","2,629","2,460","2,870","2,589","2,832","2,607","2,892","2,659","3,559","3,194","5,361","3,598","12,515","6,317","5,785","5,196","3,251","3,501","2,659","3,117","2,070","3,099",967,"2,174",79,409,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경의선,1262,공덕,31,0,467,130,"1,538","1,373","3,927","5,638","4,281","18,104","3,340","7,188","2,651","2,887","3,043","2,684","3,805","2,830","3,930","2,523","3,993","2,771","3,959","2,513","4,694","3,226","7,634","3,778","16,968","5,736","7,151","4,396","5,057","2,683","5,161","2,485","4,254","2,244","2,314","1,224",259,436,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경의선,1263,서강대,1,0,429,135,"1,571",979,"2,302","2,651","3,045","6,395","2,324","5,204","1,801","2,877","1,930","2,666","2,279","2,892","2,726","2,702","2,615","2,936","3,745","2,575","3,429","2,602","4,585","3,259","5,494","3,989","3,137","3,032","2,911","1,882","3,162","1,810","3,032","1,418","1,379",981,111,228,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경의선,1264,홍대입구,5,0,362,79,667,611,"1,201","1,512","1,595","4,920","1,164","3,717",926,"2,747","1,071","2,488","1,582","3,853","1,618","3,665","1,953","3,523","2,166","3,628","2,673","3,346","3,898","4,185","5,908","5,264","4,129","4,068","3,645","2,143","4,221","1,746","4,755","1,343","2,464","1,188",146,311,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경의선,1265,가좌,0,0,"1,869",188,"5,894","2,220","16,479","3,190","21,039","6,689","9,112","5,674","6,222","4,144","5,641","3,971","6,407","5,515","5,930","5,605","5,632","6,142","5,817","6,455","6,477","7,283","6,789","8,889","8,128","13,820","4,634","13,876","3,295","7,138","2,666","6,011","1,883","4,346",876,"4,045",30,765,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경의선,1266,디지털미디어시티,1,0,845,286,"1,909","1,551","7,298","1,671","7,955","3,696","3,500","2,545","2,494","1,885","2,525","1,615","2,675","2,154","2,802","2,185","2,599","2,127","2,857","2,324","3,243","2,821","3,989","3,911","4,576","7,529","2,667","6,507","1,707","3,605","1,580","3,338","1,178","2,863",727,"2,213",84,467,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경의선,1267,수색,1,0,469,265,"1,237","2,505","1,891","3,865","2,614","15,198","1,847","7,939","1,445","3,002","1,540","1,938","1,710","2,037","1,933","2,411","1,956","1,967","2,363","1,924","3,171","2,332","5,934","2,399","13,934","2,280","5,594","1,832","2,817","1,189","2,434","1,062","1,577",818,673,586,14,166,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경의선,1268,화전,0,0,442,212,"1,033",824,"2,655","1,643","3,702","3,758","2,497","2,032","1,632","1,697","1,482","1,664","1,787","1,553","1,834","1,959","2,014","1,787","2,011","1,597","2,623","1,632","3,193","1,729","4,050","2,316","1,782","2,336","1,321","1,619",936,"1,400",673,"1,385",462,"1,086",25,500,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경의선,1269,강매,0,0,"1,647",212,"4,328",868,"15,362",926,"14,377","2,750","5,726","1,334","3,702",958,"3,084","1,168","2,941","1,403","2,890","1,892","2,381","1,979","2,322","2,402","2,256","3,327","2,318","4,465","3,165","8,241","1,302","10,041",841,"5,343",807,"4,349",437,"3,852",234,"2,880",19,"1,172",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경의선,1270,행신,0,1,"2,813",883,"10,525","3,964","36,142","3,992","29,454","8,888","12,602","5,933","8,288","3,713","8,839","4,484","8,222","5,174","7,679","6,385","6,691","6,164","6,287","7,334","8,583","8,985","10,072","13,069","10,239","30,341","5,655","28,117","5,288","12,597","4,329","11,397","3,905","9,968","2,022","6,991",262,"2,629",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경의선,1271,능곡,1,0,"1,953",253,"4,950","1,763","14,407","2,249","13,390","4,784","7,201","2,740","4,627","2,448","4,330","2,513","4,207","2,942","4,305","3,287","3,501","3,592","3,499","3,979","3,868","4,479","4,118","6,549","5,024","9,100","2,655","9,398","2,039","5,822","1,548","4,950","1,077","4,427",566,"3,216",42,"1,694",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경의선,1272,곡산,0,0,138,188,481,427,"1,455",935,"1,287","2,208",732,716,546,417,557,393,522,449,560,482,569,588,868,522,799,568,"1,053",723,"1,661","1,277",461,937,350,683,261,512,173,497,114,260,4,83,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경의선,1273,백마,2,0,"2,981","1,136","12,104","2,708","31,724","6,116","21,657","9,885","10,060","4,980","7,203","3,822","6,869","3,337","7,850","4,492","7,035","4,954","6,340","5,430","6,487","5,724","7,256","7,396","9,158","8,271","10,810","21,135","4,365","21,901","3,083","11,900","2,843","9,734","2,737","9,242",927,"6,380",105,"1,858",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경의선,1274,풍산,1,0,"2,835",431,"8,383","1,537","21,240","3,365","16,304","5,996","9,200","4,552","6,040","3,532","6,263","3,696","6,215","4,295","6,072","4,846","5,493","4,854","6,078","5,465","6,052","6,016","6,462","8,129","7,112","16,092","4,111","15,116","3,141","9,624","3,727","7,716","2,440","6,622",844,"5,505",117,"1,371",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경의선,1275,일산,5,1,"5,183",871,"16,871","2,909","43,705","5,109","28,340","9,708","14,157","6,920","9,408","5,204","9,762","5,258","10,947","6,680","9,813","8,051","8,809","8,582","9,105","8,913","8,894","10,942","8,642","13,730","10,890","27,669","5,514","30,649","4,212","18,223","3,447","14,193","3,203","12,624","1,088","7,836",180,"3,039",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경의선,1276,탄현,24,0,"4,363",523,"13,972","2,713","36,607","5,614","21,597","8,189","11,530","5,345","8,960","3,881","8,603","4,261","8,588","5,323","7,703","5,490","7,198","6,424","8,057","7,311","8,401","8,247","7,955","12,869","10,733","23,108","5,295","28,604","4,431","15,946","4,100","11,966","3,386","10,511","1,412","5,635",228,"4,110",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경의선,1277,야당,8,0,"3,527",243,"10,435","2,318","19,994","3,915","15,964","6,398","8,445","5,255","6,996","3,135","6,433","3,593","6,759","4,195","5,748","4,863","5,655","5,397","6,060","6,032","6,688","6,390","7,318","10,954","7,483","16,263","5,013","18,406","4,049","9,973","3,988","8,518","3,921","8,078","1,859","4,270",372,"2,872",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경의선,1278,운정,40,0,"2,300",255,"12,918","2,971","23,927","4,885","19,514","8,348","9,297","3,852","7,279","3,256","6,290","3,634","6,920","4,264","6,288","4,793","5,673","4,929","5,665","5,791","7,623","7,233","7,720","9,730","8,763","16,592","3,980","18,043","3,279","10,169","2,505","9,124","1,831","7,993",565,"5,054",68,"2,410",1,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경의선,1279,금릉,71,0,"2,506",348,"6,702","1,911","14,921","3,927","9,706","8,457","6,514","4,517","5,378","3,548","5,354","3,237","5,929","3,605","5,472","4,334","5,147","4,836","4,993","5,394","5,491","6,398","6,769","7,070","8,908","11,853","4,165","12,977","3,517","6,474","3,034","5,792","2,521","5,693",986,"3,950",122,"2,211",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경의선,1280,금촌,59,0,"2,872",233,"8,607","3,397","17,299","8,769","15,688","13,944","9,777","7,994","8,006","6,498","8,289","5,457","9,141","7,385","8,907","7,420","8,175","7,912","8,515","8,565","9,522","9,766","10,836","10,532","14,244","14,654","6,845","15,859","5,374","8,761","4,229","7,837","2,977","6,066",956,"4,917",174,"2,529",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경의선,1282,월롱,7,0,527,9,649,"2,435","1,495","7,448","2,050","8,611","1,828","1,962","1,321","1,497","1,672","1,174","1,928","2,061","2,213","1,345","1,587","1,472","2,413","1,480","2,848","1,658","6,834","1,797","12,223","2,193","4,068","2,219","2,870","2,130","1,779","2,193",849,"1,660",226,"1,614",20,649,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경의선,1283,파주,15,0,702,3,"1,204",342,"2,581","1,489","2,630","3,155","1,545",890,"1,607",816,"1,584",815,"1,690","1,014","1,407",851,"1,441",954,"1,398","1,012","1,503","1,166","2,243","1,060","3,505","1,158",931,"1,344",593,"1,109",647,793,248,895,83,657,9,293,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경의선,1284,문산,857,6,"2,640",9,"7,179","2,341","15,093","5,648","14,280","11,301","8,365","4,861","6,930","4,633","6,904","4,732","7,491","5,767","7,267","6,183","7,058","5,769","6,572","8,070","6,889","8,081","8,693","8,261","10,537","12,593","4,544","12,404","3,396","8,720","2,890","6,964","1,799","5,413",419,"4,113",1,"2,739",0,1,0,0,0,0,2020-03-03 12:13:59
2020-02,경의선,1291,서울역,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경의선,1295,김포공항,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경의선,1296,계양,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경의선,1297,검암,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경춘선,1311,신내,4,1,468,435,"1,193","2,384","4,042","1,830","4,051","2,945","2,227","1,237","1,517","1,048","1,518","1,016","1,520","1,265","1,529","1,252","1,449","1,518","1,558","1,591","1,994","1,827","2,725","2,304","2,163","3,209","1,167","3,315",784,"1,604",671,"1,361",562,"1,187",364,788,27,320,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경춘선,1312,갈매,3,0,"1,439",274,"3,365","1,343","14,586","2,085","9,208","3,580","5,313","2,164","2,831","2,311","2,569","1,361","2,936","1,584","2,438","2,146","2,542","2,297","2,263","2,976","2,602","2,613","2,935","4,117","4,176","5,672","2,089","10,286","1,555","4,803","2,216","2,538","1,267","3,043",658,"1,849",5,712,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경춘선,1313,별내,12,1,795,816,"1,694","3,431","7,043","3,266","6,834","5,255","3,968","3,209","2,674","2,335","2,549","2,449","2,926","2,430","2,745","2,297","2,903","2,908","3,433","3,210","4,243","3,086","5,429","4,332","4,852","5,153","2,571","6,768","1,952","3,281","1,884","1,984","1,926","2,153","1,010","1,368",27,288,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경춘선,1314,퇴계원,1,0,"2,076",476,"4,715","1,454","17,068","2,911","11,898","3,956","7,793","2,007","5,010","2,166","3,913","2,213","4,204","2,890","4,031","2,763","3,312","3,245","3,387","4,110","3,456","4,730","4,031","6,372","4,948","10,784","2,737","10,830","1,627","6,600","1,490","4,901","1,088","4,890",548,"2,813",41,877,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경춘선,1315,사릉,32,0,"1,737",614,"4,756","1,645","14,749","4,314","11,917","5,249","5,960","2,168","4,312","2,045","3,424","1,940","3,751","2,083","3,514","2,391","2,845","2,651","2,963","2,545","2,727","4,485","4,289","4,708","6,044","8,729","2,557","12,716","1,527","4,965","1,135","4,784",768,"4,684",392,"2,603",22,757,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경춘선,1316,금곡,2,0,"1,139",247,"1,984",847,"4,495","1,758","4,402","3,731","2,453","1,646","2,209","1,321","1,917","1,177","1,830","1,478","1,896","1,431","1,729","1,683","1,992","1,628","1,738","2,350","2,165","2,290","3,499","3,307","1,048","3,638",642,"1,569",579,"1,612",443,"1,560",184,"1,051",11,270,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경춘선,1317,평내호평,491,2,"4,618","1,138","7,529","2,285","23,397","3,693","15,984","7,815","8,156","5,762","6,973","4,481","6,416","4,213","7,031","5,330","6,244","5,398","5,818","7,006","6,661","6,265","6,512","6,860","7,824","10,972","8,266","14,802","4,597","20,184","3,524","9,071","3,631","7,675","3,402","6,278","1,650","5,724",31,"1,943",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경춘선,1318,천마산,12,1,789,240,"2,469",499,"6,036","1,315","4,584","1,161","3,497","1,156","2,585","1,175","2,143","1,074","2,170","1,500","1,837","1,479","1,854","1,679","1,616","2,091","1,559","2,120","1,501","2,673","1,877","3,756",694,"3,823",539,"3,029",429,"2,261",333,"1,438",145,"1,061",6,301,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경춘선,1319,마석,26,2,"1,170",380,"5,061","2,420","13,229","4,753","8,198","5,947","5,969","4,035","5,034","3,199","4,646","3,019","5,008","3,447","4,543","4,220","4,332","4,029","4,153","4,852","5,060","3,956","4,741","5,879","6,447","7,273","2,545","10,672","2,448","5,761","1,878","4,247","1,296","3,918",562,"1,966",29,969,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경춘선,1320,대성리,0,0,266,37,639,173,962,555,797,905,760,433,"1,140",608,"2,263",555,"1,337",774,785,"1,242",757,"1,763",722,"1,247",862,"1,184","1,210",807,904,691,427,614,292,513,144,384,151,400,69,176,2,2,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경춘선,1321,청평,3,0,867,73,"1,544",409,"2,647","1,491","3,192","2,714","2,634","2,415","2,819","2,138","5,193","1,727","3,321","2,355","2,685","2,571","2,520","3,513","2,365","2,466","2,512","3,297","3,037","2,935","2,669","2,954","1,653","3,239","1,433","1,604",735,"1,729",391,"1,235",147,910,5,262,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경춘선,1322,상천,0,0,61,33,237,88,488,105,461,454,377,469,295,515,540,468,399,387,387,383,578,299,609,399,628,350,510,271,268,375,135,324,61,252,74,190,23,138,25,76,2,50,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경춘선,1323,가평,0,0,577,147,"1,276",685,"1,948","1,683","2,709","3,662","2,115","2,124","3,066","2,402","4,718","2,747","2,545","3,985","2,486","3,049","2,669","3,651","2,821","3,437","3,150","2,114","3,494","2,429","3,681","2,874","1,388","2,384","1,165","1,521","1,015","1,201",579,977,278,720,19,332,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경춘선,1324,굴봉산,0,0,27,1,26,18,124,66,175,247,212,284,181,454,434,338,233,296,230,235,224,203,287,267,243,176,245,161,155,240,117,140,35,80,59,62,34,36,6,41,4,27,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경춘선,1325,백양리,0,0,53,16,43,39,47,321,132,741,118,317,170,496,603,494,463,400,389,417,416,390,511,301,518,235,961,246,492,217,177,147,257,153,248,131,195,137,163,184,22,26,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경춘선,1326,강촌,1,0,86,11,148,93,264,180,382,744,357,878,434,955,926,907,704,621,637,604,686,646,907,550,"1,011",593,"1,195",422,763,493,366,397,283,264,195,252,79,258,31,191,6,24,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경춘선,1327,김유정,1,0,60,6,115,27,290,276,349,403,238,577,272,893,338,"1,036",472,777,662,724,655,672,941,570,984,425,"1,032",353,583,296,188,257,136,156,77,139,23,126,11,87,47,16,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경춘선,1328,남춘천,356,0,"1,065",8,"2,951",605,"3,186","1,612","3,511","2,724","3,542","3,064","3,270","2,329","3,277","4,688","3,490","5,488","4,089","3,456","4,713","3,733","4,182","3,751","3,991","3,330","4,148","5,058","3,491","3,149","2,523","6,639","2,243","2,875","1,996","2,133","1,437","3,094",490,"1,612",13,993,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경춘선,1329,춘천,245,2,292,5,"1,398",231,"1,513",838,"1,628","1,609","1,725","1,437","1,654","1,480","1,678","2,495","1,571","2,274","2,207","2,681","2,603","1,934","2,692","2,515","3,048","1,620","3,182","1,999","2,627","1,445","1,534","2,318","1,144","1,053",848,"1,014",437,969,129,657,3,504,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,수인선,1878,달월,0,0,0,1,29,94,89,69,76,417,110,97,36,17,34,49,43,44,72,54,44,28,96,50,134,34,525,61,350,91,91,42,17,38,20,24,3,11,1,15,4,11,0,0,0,0,0,0,2020-03-03 12:13:59
