사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-02,경인선,1817,도원,478,10,"1,931",927,"3,115","1,478","5,985","2,413","5,700","9,502","3,929","3,863","3,592","3,691","4,225","3,386","4,977","3,256","4,416","3,950","4,036","3,718","4,170","4,374","4,566","4,229","5,168","4,974","7,486","5,403","2,686","4,792","1,751","3,151","1,432","3,253",987,"2,599",322,"1,959",55,"1,340",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경인선,1821,온수(성공회대입구),133,0,"4,597","1,144","7,511","3,539","19,835","6,411","19,512","11,250","11,718","5,781","8,474","5,388","8,099","4,591","9,709","5,768","8,908","6,073","7,601","6,280","7,692","7,527","8,840","8,274","9,574","11,760","10,232","18,986","5,183","18,984","3,584","11,033","4,186","10,122","2,913","8,469","1,780","5,837",201,"1,046",1,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경인선,1822,중동,426,3,"8,566","1,296","15,115","4,408","40,209","4,944","31,262","11,834","15,603","8,476","10,329","6,580","10,585","6,467","11,473","7,000","10,988","8,413","9,218","8,061","9,288","9,558","9,805","10,974","10,418","17,418","12,413","27,001","6,636","27,655","5,190","16,004","4,165","13,328","2,889","12,053","1,559","9,074",147,"2,326",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경인선,1823,도화,211,1,"3,298",898,"5,588","2,907","13,853","3,210","11,045","5,627","6,915","2,868","5,106","2,951","4,747","3,023","4,909","3,734","4,986","3,912","4,415","3,886","4,227","4,810","5,259","5,034","6,605","6,215","6,151","8,659","3,077","8,438","2,149","5,242","1,515","4,957",993,"4,065",638,"3,678",37,"1,545",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경원선,1008,이촌(국립중앙박물관),68,2,"1,035",632,"3,063","1,952","6,769","3,627","8,710","7,673","6,557","4,753","4,836","3,137","4,740","2,854","5,218","2,883","5,567","3,696","4,918","3,357","5,684","3,807","6,814","4,088","8,399","4,826","8,837","6,940","4,742","6,084","3,793","3,754","3,404","3,059","2,358","3,508",759,"2,213",82,610,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경원선,1009,서빙고,28,0,567,538,"1,541","2,260","2,325","3,745","2,842","7,040","2,328","2,684","2,050","2,222","1,945","1,639","2,268","1,589","2,660","2,245","2,387","1,703","2,945","2,249","3,171","2,428","4,983","2,343","6,292","3,168","2,459","2,758","2,047","1,564","1,627","1,160","1,129","1,353",273,898,14,348,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경원선,1010,한남,138,0,"1,754",496,"2,428","4,865","4,364","8,646","5,532","12,932","4,251","11,412","3,894","5,355","4,326","3,992","4,739","4,204","4,536","4,994","5,044","3,992","6,113","4,136","7,838","4,827","11,724","5,982","15,419","7,423","7,094","5,601","4,974","3,310","4,679","3,143","3,778","2,436","1,926","1,614",80,607,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경원선,1011,옥수,0,0,0,5,10,65,21,16,77,155,33,31,22,69,16,153,14,41,23,35,33,22,37,14,237,21,219,45,20,22,220,16,17,7,34,5,16,13,20,0,1,0,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경원선,1012,응봉,135,1,919,223,"2,142",874,"5,515","1,372","6,773","1,890","3,573","1,114","2,148","1,038","2,039","1,078","2,071","1,280","2,051","1,684","1,770","1,770","1,944","2,113","2,279","2,481","2,342","2,952","2,424","4,473","1,398","4,697",799,"2,287",756,"1,986",526,"1,537",231,"1,251",15,339,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경원선,1013,왕십리(성동구청),638,2,"4,532",773,"7,240","4,549","22,391","8,548","40,766","18,276","24,184","14,216","12,645","13,329","12,151","15,245","14,819","18,160","16,658","21,727","17,175","21,593","19,032","23,185","21,292","26,852","25,621","34,582","27,100","62,376","21,099","50,585","20,019","27,160","24,374","20,497","24,059","19,735","12,733","10,850","1,280","4,192",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경원선,1014,청량리(서울시립대입구),861,5,"5,381",903,"6,202","7,970","24,858","9,411","27,917","16,153","21,848","23,533","20,170","19,552","16,197","23,603","20,577","23,214","22,161","23,056","22,805","23,791","24,977","25,078","23,320","26,655","26,106","26,959","24,890","40,421","20,014","33,750","23,164","16,922","9,668","14,339","8,410","12,568","3,063","7,653",234,"3,255",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경원선,1016,외대앞,456,6,"4,753","1,242","7,646","2,991","18,217","3,889","23,292","10,370","14,198","9,143","10,112","7,142","9,695","7,867","10,885","8,622","11,649","9,320","11,329","10,291","12,521","10,704","12,878","12,440","13,309","15,151","12,518","21,357","8,583","21,097","6,980","12,717","6,927","11,678","6,006","10,994","2,877","9,230",259,"1,970",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경원선,1017,신이문,"1,317",5,"7,257","1,207","12,745","2,462","34,183","4,068","39,670","7,929","20,278","4,457","13,576","4,934","10,897","5,715","11,155","6,771","10,819","7,817","9,088","8,686","8,630","11,134","8,079","12,925","8,580","17,074","9,385","26,838","5,869","26,938","3,580","15,305","2,889","12,894","2,085","12,538",907,"8,167",95,"1,655",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경원선,1018,석계,"1,274",7,"5,306","1,788","11,567","4,096","24,107","4,705","29,393","8,352","18,601","6,352","13,321","6,039","11,929","7,234","12,482","9,057","12,111","10,356","10,781","11,490","10,839","13,905","10,229","16,696","11,236","22,951","11,411","33,543","8,151","32,539","6,109","18,676","5,735","16,416","4,601","14,890","2,524","8,784",295,"1,768",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경원선,1019,광운대,"1,826",12,"5,313","1,460","12,039","2,873","32,923","4,763","29,970","8,493","14,993","7,414","10,290","6,424","9,638","6,014","10,201","7,732","10,314","8,728","9,160","9,009","9,169","10,115","10,257","12,228","10,284","14,204","9,614","21,451","5,811","23,896","4,717","13,763","4,242","11,102","3,344","11,259","1,919","9,088",269,"3,612",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경원선,1020,월계,255,2,"5,571",999,"6,900","2,345","17,844","4,101","19,300","7,112","12,191","4,454","9,257","4,365","7,963","4,764","8,372","5,512","8,165","5,677","6,855","6,503","7,052","7,015","7,116","9,514","6,904","10,512","7,505","15,796","4,594","16,079","3,118","9,484","2,601","7,742","1,869","6,878",832,"4,919",103,"1,786",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경원선,1021,녹천,452,3,"4,487",472,"6,496","1,412","18,274","2,420","17,463","4,546","10,231","2,439","7,217","3,046","5,705","3,085","6,793","3,811","6,103","3,586","4,691","3,855","4,946","5,086","4,718","6,817","5,429","7,790","5,074","11,326","3,309","12,974","1,955","7,349","1,903","6,259","1,099","5,513",460,"4,081",73,"1,393",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경원선,1022,창동,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경원선,1901,방학,328,6,"9,881","1,545","12,747","4,771","27,267","6,835","25,506","17,626","17,474","9,933","13,213","9,362","12,383","8,525","14,052","9,868","12,788","9,824","12,086","11,961","11,782","14,879","11,636","15,836","13,918","17,431","16,907","25,449","9,510","24,395","6,468","14,767","5,342","11,019","4,187","9,652","1,614","6,340",143,"1,872",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경원선,1902,도봉,155,18,"6,594","1,194","8,116","2,641","18,329","3,350","17,242","9,207","11,067","6,443","8,817","6,337","8,056","5,364","7,974","6,061","8,503","5,973","7,699","7,367","7,547","8,982","7,633","9,659","8,217","10,336","10,064","14,835","4,387","14,153","2,904","8,809","2,455","6,896","1,685","6,207",786,"3,547",105,"1,696",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경원선,1903,도봉산,129,4,"5,687",539,"8,041","1,749","21,915","2,725","19,369","5,070","11,913","8,220","9,223","11,629","9,409","10,015","11,414","8,876","13,576","7,986","15,791","7,603","16,261","7,809","15,640","6,789","13,011","6,880","10,538","8,616","6,460","7,991","3,966","4,964","3,012","3,959","2,034","3,999",867,"2,931",131,"1,648",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경원선,1904,망월사,288,3,"6,400","1,004","10,474","3,272","23,218","3,765","22,729","9,755","14,469","9,120","10,963","7,510","10,826","7,395","11,330","7,665","10,589","8,605","10,122","8,324","9,205","11,201","9,145","11,984","10,214","15,376","9,703","21,374","5,442","21,543","4,183","13,955","3,558","10,468","2,623","8,271","1,305","7,158",174,"2,457",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경원선,1905,회룡,764,34,"12,261","1,791","22,260","5,077","53,230","7,408","41,728","10,280","24,819","9,479","18,518","9,650","17,193","10,123","17,533","11,888","16,011","12,719","13,116","13,598","12,786","17,704","12,513","19,417","12,255","25,707","12,174","35,107","7,518","39,804","5,569","24,894","4,712","18,143","3,934","12,789","1,690","12,229",234,"4,248",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경원선,1906,의정부,"2,316",6,"9,466","2,089","18,673","7,166","41,303","12,919","37,938","30,848","23,193","32,440","18,662","26,565","21,733","27,013","24,671","30,951","25,614","30,365","26,104","30,132","30,009","32,443","33,390","31,747","37,269","36,874","42,666","46,866","28,906","47,159","27,076","30,241","19,940","23,536","17,468","14,605","8,655","13,938",703,"6,759",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경원선,1907,가능,289,3,"7,012","1,497","11,250","3,489","21,224","4,428","19,785","10,663","12,126","6,768","9,501","5,561","8,512","5,305","8,877","6,487","8,576","6,721","7,109","5,293","7,373","8,179","6,650","8,253","9,202","12,597","9,126","18,193","5,592","17,970","4,365","10,358","3,373","9,327","2,867","7,649","1,377","6,547",103,"1,425",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경원선,1908,녹양,227,1,"4,896",628,"8,272","2,198","16,725","3,511","15,232","6,866","8,816","4,045","6,770","2,920","6,059","3,582","6,289","3,987","6,246","5,010","5,026","3,629","5,247","6,010","4,733","6,007","6,700","8,765","7,790","12,949","3,830","13,870","2,705","8,800","2,142","7,772","1,724","6,865",864,"5,317",75,"1,014",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경원선,1909,양주,"1,430",5,"5,346","1,107","10,608","4,983","31,963","8,228","24,282","11,549","15,523","6,551","11,564","5,627","10,360","6,505","10,665","6,248","10,201","7,294","8,637","7,438","8,324","9,530","8,962","8,959","10,977","13,190","14,342","19,257","6,664","20,870","4,278","14,646","3,175","11,165","2,181","11,447","1,054","7,623",32,"2,723",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경원선,1910,덕계,1,0,"1,356",315,"5,372","1,635","9,722","1,701","8,391","2,980","4,309","1,180","3,339","1,302","2,912","1,517","3,025","1,688","2,576","1,546","2,427","2,248","2,157","2,360","2,532","3,569","2,885","3,526","3,031","6,057","1,468","6,680",830,"4,183",680,"2,578",550,"2,908",199,"2,303",10,587,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경원선,1911,덕정,6,0,"2,610","1,114","8,289","4,490","18,510","8,825","16,332","10,745","8,601","5,219","7,404","4,316","7,661","3,960","7,824","4,930","7,565","3,958","6,236","6,974","6,369","4,940","7,513","8,520","10,166","9,133","10,956","13,776","5,656","14,604","3,528","9,764","2,557","7,109","1,845","7,722","1,366","5,188",104,"1,279",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경원선,1912,지행,9,2,"4,178",657,"8,952","2,430","18,936","4,502","18,215","9,718","10,984","4,945","9,392","4,710","9,058","5,121","9,091","6,639","9,157","6,107","7,268","8,868","7,179","7,464","7,942","9,855","8,917","13,571","10,380","14,813","6,294","20,352","5,377","12,950","4,540","8,582","3,622","9,162","2,490","7,034",102,"2,127",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경원선,1913,동두천중앙,10,1,"2,081",447,"4,189","1,676","8,284","3,328","8,070","8,097","5,711","3,596","4,792","3,906","4,659","4,190","5,879","4,161","5,232","3,594","4,424","4,753","4,493","4,162","4,708","4,670","5,098","5,492","7,024","5,576","2,537","6,940","1,926","4,692","1,348","3,080",861,"3,325",375,"2,274",11,813,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경원선,1914,보산,28,1,"1,317",345,"2,166",714,"4,588","2,467","3,235","2,260","3,194","1,396","2,452","1,320","2,517","1,258","2,594","1,493","2,404","1,630","2,141","2,117","2,058","2,014","2,318","2,577","3,606","3,205","2,857","3,357","1,566","4,217","1,259","3,165",914,"2,328",501,"2,060",221,"1,092",2,577,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경원선,1915,동두천,6,0,839,323,"2,366","2,694","4,390","6,959","4,707","4,373","3,565","2,268","2,780","2,533","2,830","2,563","3,016","2,300","2,563","1,973","2,237","3,068","2,282","3,162","3,191","3,216","3,773","4,052","4,897","4,596","2,330","4,322","1,447","3,070",814,"2,243",587,"2,170",230,"1,040",4,737,1,1,0,0,0,0,2020-03-03 12:13:59
2020-02,경원선,1916,소요산,58,1,522,5,884,715,"4,157","2,623","4,579","2,415","3,569","3,062","4,412","4,830","4,352","7,463","5,295","7,193","6,944","6,600","8,110","6,100","10,065","4,185","7,749","3,593","5,401","3,229","3,831","2,420","1,965","1,937","1,291","1,367","1,017","1,585",358,947,192,707,5,652,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,안산선,1751,산본,510,4,"8,152","1,720","20,464","6,086","54,061","13,374","49,037","27,565","24,329","20,560","17,246","16,393","17,338","16,669","18,682","19,832","19,132","21,836","18,893","20,456","19,777","23,217","21,579","24,433","24,077","31,562","30,887","58,081","22,401","55,507","16,257","29,941","16,775","23,933","14,485","20,332","6,255","13,429","1,323","6,163",5,575,0,0,0,0,2020-03-03 12:13:59
2020-02,안산선,1752,대야미,1,0,"2,075",808,"6,330","3,373","15,426","4,123","15,508","7,200","8,839","3,958","6,215","3,263","5,710","3,237","6,032","3,628","6,265","3,774","5,984","4,210","5,932","4,857","6,159","6,106","7,260","7,757","9,346","12,178","4,817","11,478","3,623","7,559","2,627","7,077","1,615","6,135",930,"4,179",351,"1,489",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,안산선,1753,반월,0,0,"2,577",879,"6,077","2,494","14,364","3,307","14,011","5,144","8,883","3,176","6,183","3,133","5,566","3,562","6,219","3,553","5,889","4,270","5,037","4,641","4,497","5,641","4,730","6,350","6,252","7,207","7,320","12,789","4,103","10,293","3,027","8,035","2,125","6,752","1,442","5,990",842,"3,911",247,"1,671",0,4,0,0,0,0,2020-03-03 12:13:59
2020-02,안산선,1754,상록수,357,7,"13,828","2,645","32,127","8,825","72,791","11,990","67,450","17,585","34,866","12,388","23,542","10,227","21,949","11,136","22,843","12,693","21,046","15,840","17,862","16,586","17,101","19,000","18,622","25,040","21,056","33,839","23,783","63,915","14,968","62,535","11,675","38,239","10,292","33,251","7,483","26,998","3,620","17,469",897,"8,711",1,12,0,0,0,0,2020-03-03 12:13:59
2020-02,안산선,1755,한대앞,137,2,"5,503",636,"13,036","3,603","24,730","5,700","21,496","11,411","11,600","9,083","8,860","6,310","8,660","5,657","9,187","6,348","8,939","7,347","7,990","7,750","7,926","8,688","8,458","10,383","11,529","14,002","13,906","24,287","7,210","21,474","5,703","14,059","5,499","9,861","4,654","9,896","2,012","6,057",390,"3,039",0,9,0,0,0,0,2020-03-03 12:13:59
2020-02,안산선,1756,중앙,168,2,"7,211",854,"21,509","6,393","43,705","9,739","35,829","26,694","17,030","22,644","14,768","14,888","16,354","15,201","18,831","18,276","18,617","20,627","18,542","22,706","19,976","21,731","22,867","23,753","25,842","29,605","30,064","51,023","20,173","48,986","19,769","27,945","19,670","22,571","18,307","18,170","8,782","13,659","1,836","6,798",2,44,0,0,0,0,2020-03-03 12:13:59
2020-02,안산선,1757,고잔,158,4,"4,006",551,"11,239","4,709","25,511","10,239","17,254","23,768","9,652","12,067","8,885","8,410","9,341","7,755","9,018","8,105","9,034","9,201","9,363","8,641","10,073","8,067","11,178","8,179","16,102","10,787","19,670","17,985","8,408","16,658","6,001","11,299","5,717","8,020","4,050","7,778","1,705","6,655",314,"3,625",0,70,0,0,0,0,2020-03-03 12:13:59
2020-02,안산선,1758,초지,181,13,"2,580",292,"6,931","3,619","15,139","7,658","10,755","8,671","5,478","3,215","4,201","2,564","4,306","2,588","4,230","3,005","3,977","3,499","3,589","3,417","3,817","3,908","4,411","4,345","6,976","5,695","8,498","10,345","4,399","11,220","2,902","6,934","2,194","5,439","1,414","4,681",578,"3,089",122,"1,570",1,56,0,0,0,0,2020-03-03 12:13:59
2020-02,안산선,1759,안산,"1,284",3,"10,842",685,"12,232","14,016","20,086","35,686","19,091","30,387","14,451","11,278","11,415","9,582","11,349","9,901","12,956","10,910","13,291","11,000","13,400","11,085","14,427","11,802","16,839","12,899","36,607","17,256","41,319","21,505","20,659","20,034","17,745","14,145","11,160","11,985","4,037","9,205","1,586","5,488",252,"2,470",3,221,0,0,0,0,2020-03-03 12:13:59
2020-02,안산선,1760,신길온천,7,0,"1,264",26,"2,581","1,082","5,385","2,966","4,645","1,744","2,365",977,"1,805",975,"1,673",929,"1,653","1,021","1,468",951,"1,471","1,262","1,485","1,547","1,691","1,885","2,840","2,493","3,054","3,751","1,363","3,547","1,029","2,409",662,"1,940",376,"1,970",142,"1,436",64,793,0,26,0,0,0,0,2020-03-03 12:13:59
2020-02,안산선,1761,정왕,146,1,"4,975",296,"7,662","9,260","14,089","20,732","11,868","20,953","7,542","9,312","6,732","6,610","6,864","5,692","7,251","6,496","7,214","6,681","7,328","7,337","8,138","7,189","10,284","7,635","15,994","10,062","22,539","14,895","9,779","12,000","7,442","9,544","5,120","8,118","2,907","6,969","1,517","5,029",162,"2,400",0,348,0,0,0,0,2020-03-03 12:13:59
2020-02,안산선,1762,오이도,162,0,"5,287",57,"14,218","7,180","30,628","12,040","23,726","12,247","12,297","6,001","9,655","5,796","9,902","6,833","11,048","8,061","10,332","8,931","9,382","9,422","10,186","10,306","11,145","11,373","15,570","14,922","16,972","24,614","10,371","21,944","7,579","14,813","6,145","13,157","4,580","11,256","1,918","8,248",154,"3,823",1,466,0,0,0,0,2020-03-03 12:13:59
2020-02,안산선,1763,수리산,5,0,"2,506",500,"8,009","1,426","17,514","3,274","16,803","4,067","8,718","2,540","5,757","3,117","5,050","2,542","5,053","2,753","4,744","3,010","3,876","3,042","3,949","3,711","3,614","4,548","4,102","5,464","5,067","10,659","2,600","10,400","1,738","5,968","1,322","4,937","1,014","4,824",433,"3,812",133,"1,110",0,1,0,0,0,0,2020-03-03 12:13:59
2020-02,과천선,1450,선바위,1,1,971,971,"5,573","7,592","17,848","19,654","23,753","25,604","14,935","15,661","8,843","6,517","7,432","5,553","8,319","5,840","8,735","5,860","8,072","5,842","8,497","6,468","11,420","7,127","20,385","11,016","31,264","16,179","15,168","14,268","9,374","9,037","7,399","8,023","4,420","7,840","1,518","4,226",222,"1,762",0,1,0,0,0,0,2020-03-03 12:13:59
2020-02,과천선,1451,경마공원,0,0,216,528,739,"2,889","1,582","4,813","2,714","13,792","2,145","20,812","1,775","25,859","2,136","16,628","2,770","13,810","3,444","13,805","5,266","10,230","7,572","6,135","13,452","3,294","26,064","2,060","58,586","2,111","8,188","1,695","1,873","1,117",848,"1,003",320,917,179,613,40,242,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,과천선,1452,대공원,1,0,20,327,115,"2,539",550,"2,623",853,"8,455",990,"10,033","1,288","8,923","2,167","4,252","4,187","3,752","3,852","4,039","4,062","3,685","5,227","2,440","6,723","1,594","8,776","1,040","8,355",887,"3,634",614,"1,358",320,726,272,224,232,127,205,26,85,0,0,0,0,0,0,2020-03-03 12:13:59
